particles,temperature,humidity,pressure,door_status,user_id,attack_status,timestamp
423,21.9,56.4,24.15,CLOSED,user_7,NORMAL,2026-01-04T07:27:26.023884
400,29.21,50.74,17.38,OPEN,user_13,NORMAL,2026-01-04T07:27:30.339004
333,21.65,34.84,5.78,CLOSED,user_2,NORMAL,2026-01-04T07:27:31.038688
453,17.08,56.24,12.11,OPEN,user_12,NORMAL,2026-01-04T07:27:35.349564
433,20.51,51.44,15.92,OPEN,user_2,NORMAL,2026-01-04T07:27:36.045562
160,20.14,47.7,9.24,OPEN,user_12,NORMAL,2026-01-04T07:27:40.356311
398,29.59,63.89,16.12,CLOSED,user_7,NORMAL,2026-01-04T07:27:41.060398
110,23.51,44.03,22.23,OPEN,user_1,NORMAL,2026-01-04T07:27:45.361115
462,27.6,60.3,13.41,OPEN,user_6,NORMAL,2026-01-04T07:27:46.068626
338,29.45,71.32,10.79,CLOSED,user_4,NORMAL,2026-01-04T07:27:50.364743
366,19.44,67.44,6.21,OPEN,user_14,NORMAL,2026-01-04T07:27:51.146880
434,19.37,50.87,16.4,OPEN,user_4,NORMAL,2026-01-04T07:27:55.369641
46,27.59,77.52,5.43,OPEN,user_10,NORMAL,2026-01-04T07:27:56.152742
251,21.27,71.91,20.87,OPEN,user_9,NORMAL,2026-01-04T07:28:00.380313
112,16.4,70.29,16.39,CLOSED,user_11,NORMAL,2026-01-04T07:28:01.251092
6,24.74,75.75,5.74,OPEN,user_14,NORMAL,2026-01-04T07:28:05.385228
243,18.66,73.49,13.21,CLOSED,user_5,NORMAL,2026-01-04T07:28:06.268702
140,21.04,44.71,8.57,CLOSED,user_8,NORMAL,2026-01-04T07:28:10.392541
179,27.54,56.1,14.69,CLOSED,user_3,NORMAL,2026-01-04T07:28:11.274946
365,17.08,78.19,22.63,CLOSED,user_12,NORMAL,2026-01-04T07:28:15.398330
413,26.92,30.1,21.2,OPEN,user_1,NORMAL,2026-01-04T07:28:16.280111
392,27.31,60.04,20.91,OPEN,user_11,NORMAL,2026-01-04T07:28:20.404264
441,16.72,47.97,24.49,CLOSED,user_5,NORMAL,2026-01-04T07:28:21.287668
124,22.58,48.01,16.57,OPEN,user_2,NORMAL,2026-01-04T07:28:25.408565
118,17.11,38.69,9.34,OPEN,user_6,NORMAL,2026-01-04T07:28:26.295677
256,28.28,30.44,23.1,CLOSED,user_11,NORMAL,2026-01-04T07:28:30.413245
402,25.43,49.87,6.6,CLOSED,user_3,NORMAL,2026-01-04T07:28:31.300885
365,17.08,43.14,13.73,CLOSED,user_3,NORMAL,2026-01-04T07:28:35.425871
336,16.03,33.55,23.08,OPEN,user_9,NORMAL,2026-01-04T07:28:36.315633
113,17.86,35.43,20.61,CLOSED,user_1,NORMAL,2026-01-04T07:28:40.434039
13,25.16,74.87,12.47,CLOSED,user_11,NORMAL,2026-01-04T07:28:41.323607
85,23.03,67.42,7.69,OPEN,user_8,NORMAL,2026-01-04T07:28:45.438895
475,16.95,37.45,8.76,CLOSED,user_11,NORMAL,2026-01-04T07:28:46.329143
330,18.43,56.18,18.94,OPEN,user_7,NORMAL,2026-01-04T07:28:50.444488
383,25.98,51.72,16.84,OPEN,user_3,NORMAL,2026-01-04T07:28:51.334524
446,16.18,46.31,9.92,OPEN,user_1,NORMAL,2026-01-04T07:28:55.465210
27,26.66,37.55,12.28,CLOSED,user_14,NORMAL,2026-01-04T07:28:56.351619
463,26.57,77.68,21.87,CLOSED,user_15,NORMAL,2026-01-04T07:29:00.547606
101,19.33,36.01,11.8,OPEN,user_12,NORMAL,2026-01-04T07:29:01.358441
17,27.36,32.98,18.73,CLOSED,user_4,NORMAL,2026-01-04T07:29:05.555447
413,18.19,75.39,20.43,CLOSED,user_8,NORMAL,2026-01-04T07:29:06.364704
308,28.3,67.88,20.3,CLOSED,user_13,NORMAL,2026-01-04T07:29:10.563088
233,24.49,75.15,16.47,CLOSED,user_3,NORMAL,2026-01-04T07:29:11.382273
418,15.53,35.06,17.97,OPEN,user_6,NORMAL,2026-01-04T07:29:15.584485
203,25.25,66.58,9.42,OPEN,user_6,NORMAL,2026-01-04T07:29:16.390848
32,17.95,64.45,9.47,CLOSED,user_9,NORMAL,2026-01-04T07:29:20.653091
161,18.83,58.94,24.94,CLOSED,user_13,NORMAL,2026-01-04T07:29:21.443771
392,20.52,38.3,6.53,OPEN,user_8,CYBER_ATTACK,2026-01-04T07:29:25.708871
298,24.93,76.96,14.92,OPEN,user_4,NORMAL,2026-01-04T07:29:26.476081
196,16.28,49.54,18.13,OPEN,user_14,NORMAL,2026-01-04T07:29:30.750369
174,23.0,67.63,19.25,CLOSED,user_7,NORMAL,2026-01-04T07:29:31.483109
104,20.91,75.31,16.46,OPEN,user_6,NORMAL,2026-01-04T07:29:35.756583
225,24.36,50.75,15.24,OPEN,user_7,NORMAL,2026-01-04T07:29:36.499920
335,27.49,55.96,15.82,CLOSED,user_1,NORMAL,2026-01-04T07:29:40.761832
65,20.66,62.33,19.6,OPEN,user_12,NORMAL,2026-01-04T07:29:41.512508
487,18.88,52.02,19.45,CLOSED,user_11,NORMAL,2026-01-04T07:29:45.769355
111,22.45,65.03,18.83,CLOSED,user_8,NORMAL,2026-01-04T07:29:46.569667
232,18.44,41.0,15.04,OPEN,user_6,NORMAL,2026-01-04T07:29:50.775385
370,24.06,52.23,23.51,CLOSED,user_10,NORMAL,2026-01-04T07:29:51.576984
128,20.91,60.72,19.46,CLOSED,user_4,NORMAL,2026-01-04T07:29:55.780680
436,24.24,70.71,9.78,CLOSED,user_4,NORMAL,2026-01-04T07:29:56.595403
323,17.85,40.02,10.02,CLOSED,user_7,NORMAL,2026-01-04T07:30:00.795080
214,25.07,45.61,7.67,OPEN,user_11,NORMAL,2026-01-04T07:30:01.603986
132,25.89,63.02,21.94,OPEN,user_11,NORMAL,2026-01-04T07:30:05.805418
435,22.37,67.01,16.11,CLOSED,user_15,NORMAL,2026-01-04T07:30:06.612620
136,20.31,44.29,15.4,CLOSED,user_1,NORMAL,2026-01-04T07:30:10.819928
427,26.74,63.19,11.65,OPEN,user_9,NORMAL,2026-01-04T07:30:11.632798
175,29.18,75.9,16.46,OPEN,user_2,NORMAL,2026-01-04T07:30:15.824035
193,19.86,35.16,17.27,CLOSED,user_3,NORMAL,2026-01-04T07:30:16.641288
346,24.85,77.21,20.46,OPEN,user_9,CYBER_ATTACK,2026-01-04T07:30:21.133705
108,15.33,38.55,7.9,CLOSED,user_11,NORMAL,2026-01-04T07:30:22.280580
226,25.99,68.31,21.02,CLOSED,user_2,NORMAL,2026-01-04T07:30:26.143587
462,25.64,41.94,11.19,OPEN,user_3,NORMAL,2026-01-04T07:30:27.814390
73,16.8,31.07,6.48,OPEN,user_12,NORMAL,2026-01-04T07:30:31.151094
129,25.92,61.46,10.34,CLOSED,user_13,NORMAL,2026-01-04T07:30:32.869313
57,20.7,79.46,22.8,CLOSED,user_1,NORMAL,2026-01-04T07:30:36.181574
21,29.57,56.28,11.57,OPEN,user_13,NORMAL,2026-01-04T07:30:37.883050
185,20.76,48.33,10.29,CLOSED,user_10,CYBER_ATTACK,2026-01-04T07:30:41.212739
386,15.3,37.66,10.92,CLOSED,user_9,NORMAL,2026-01-04T07:30:42.904062
36,16.12,30.03,13.51,CLOSED,user_5,NORMAL,2026-01-04T07:30:46.348486
171,21.71,31.78,23.81,OPEN,user_14,NORMAL,2026-01-04T07:30:47.916020
101,18.69,36.32,21.71,OPEN,user_4,NORMAL,2026-01-04T07:30:51.356504
190,25.41,37.61,15.84,CLOSED,user_15,NORMAL,2026-01-04T07:30:52.922450
246,24.58,48.95,6.0,CLOSED,user_2,NORMAL,2026-01-04T07:30:56.363776
309,26.9,71.88,22.3,CLOSED,user_8,NORMAL,2026-01-04T07:30:57.933367
63,19.03,34.26,6.74,OPEN,user_3,NORMAL,2026-01-04T07:31:01.369144
60,27.81,63.5,21.89,CLOSED,user_6,NORMAL,2026-01-04T07:31:02.941218
145,21.79,76.49,11.79,CLOSED,user_6,NORMAL,2026-01-04T07:31:06.382447
348,29.21,32.57,12.2,CLOSED,user_9,NORMAL,2026-01-04T07:31:07.946009
460,20.3,77.42,18.98,CLOSED,user_4,NORMAL,2026-01-04T07:31:11.396093
399,23.35,52.84,7.94,CLOSED,user_4,NORMAL,2026-01-04T07:31:12.959041
328,28.8,78.5,24.02,OPEN,user_1,NORMAL,2026-01-04T07:31:16.403379
190,28.49,33.78,13.66,OPEN,user_12,NORMAL,2026-01-04T07:31:17.996862
272,22.76,41.49,18.13,OPEN,user_13,NORMAL,2026-01-04T07:31:21.410718
254,29.83,63.91,11.68,CLOSED,user_12,NORMAL,2026-01-04T07:31:23.012638
377,17.58,73.24,20.77,OPEN,user_13,NORMAL,2026-01-04T07:31:26.416824
303,20.49,75.94,16.38,OPEN,user_4,NORMAL,2026-01-04T07:31:28.023663
428,15.22,30.62,24.45,CLOSED,user_9,NORMAL,2026-01-04T07:31:31.429336
145,16.65,71.46,5.61,CLOSED,user_8,NORMAL,2026-01-04T07:31:33.113927
487,24.7,34.28,21.72,CLOSED,user_11,NORMAL,2026-01-04T07:31:36.452079
355,26.17,77.21,9.92,OPEN,user_9,NORMAL,2026-01-04T07:31:38.120099
45,26.03,61.76,24.79,OPEN,user_9,NORMAL,2026-01-04T07:31:41.464146
392,23.41,70.87,9.94,CLOSED,user_14,NORMAL,2026-01-04T07:31:43.132244
395,19.87,73.75,23.86,CLOSED,user_6,NORMAL,2026-01-04T07:31:46.471467
483,22.04,75.8,23.37,OPEN,user_4,NORMAL,2026-01-04T07:31:48.180775
319,26.56,50.68,20.51,CLOSED,user_4,NORMAL,2026-01-04T07:31:51.477948
310,23.63,61.8,6.62,OPEN,user_7,NORMAL,2026-01-04T07:31:53.222949
302,16.46,54.96,22.1,OPEN,user_12,NORMAL,2026-01-04T07:31:56.490470
41,28.24,47.34,5.42,CLOSED,user_14,NORMAL,2026-01-04T07:31:58.251541
347,26.47,71.53,5.06,OPEN,user_10,NORMAL,2026-01-04T07:32:01.500423
239,18.33,38.96,7.25,CLOSED,user_8,NORMAL,2026-01-04T07:32:03.257465
387,17.61,42.27,23.25,CLOSED,user_13,NORMAL,2026-01-04T07:32:06.547469
111,17.03,38.52,17.55,CLOSED,user_2,NORMAL,2026-01-04T07:32:08.273707
3,20.35,54.6,23.34,OPEN,user_1,NORMAL,2026-01-04T07:32:11.686606
33,24.5,51.12,5.79,CLOSED,user_7,NORMAL,2026-01-04T07:32:13.285894
283,27.23,69.64,19.47,OPEN,user_12,NORMAL,2026-01-04T07:32:16.692435
100,26.47,78.1,16.36,OPEN,user_10,NORMAL,2026-01-04T07:32:18.301529
282,26.59,39.33,9.75,CLOSED,user_10,NORMAL,2026-01-04T07:32:21.698851
184,24.81,67.99,9.52,OPEN,user_5,NORMAL,2026-01-04T07:32:23.314700
91,17.43,57.32,19.18,CLOSED,user_7,NORMAL,2026-01-04T07:32:26.710069
367,22.18,31.1,18.77,OPEN,user_6,NORMAL,2026-01-04T07:32:28.327076
235,17.78,61.45,12.08,CLOSED,user_1,NORMAL,2026-01-04T07:32:31.715078
230,21.25,65.49,12.05,OPEN,user_10,NORMAL,2026-01-04T07:32:33.353651
403,23.37,63.06,20.0,CLOSED,user_9,NORMAL,2026-01-04T07:32:36.724157
318,20.03,61.66,7.4,CLOSED,user_3,NORMAL,2026-01-04T07:32:38.386600
115,20.18,35.02,21.69,OPEN,user_2,NORMAL,2026-01-04T07:32:41.732771
232,24.85,53.74,11.68,CLOSED,user_2,NORMAL,2026-01-04T07:32:43.460785
80,23.61,73.67,19.09,CLOSED,user_10,NORMAL,2026-01-04T07:32:46.747022
88,22.91,67.37,6.77,OPEN,user_12,NORMAL,2026-01-04T07:32:48.465335
451,17.31,68.13,20.19,CLOSED,user_2,NORMAL,2026-01-04T07:32:51.755330
137,23.52,56.08,6.42,CLOSED,user_6,NORMAL,2026-01-04T07:32:53.473649
308,18.78,34.58,20.18,CLOSED,user_9,NORMAL,2026-01-04T07:32:56.773762
184,22.19,54.06,22.05,OPEN,user_5,NORMAL,2026-01-04T07:32:58.485494
455,18.73,39.61,13.82,OPEN,user_8,NORMAL,2026-01-04T07:33:01.799536
456,20.79,72.42,15.31,OPEN,user_12,NORMAL,2026-01-04T07:33:03.490419
246,20.14,44.72,9.69,OPEN,user_6,NORMAL,2026-01-04T07:33:06.805140
372,25.43,72.3,23.96,CLOSED,user_10,NORMAL,2026-01-04T07:33:08.495837
285,26.21,50.95,13.0,CLOSED,user_15,NORMAL,2026-01-04T07:33:11.808542
394,19.16,35.9,17.59,OPEN,user_12,NORMAL,2026-01-04T07:33:13.505782
182,19.19,75.31,17.8,OPEN,user_1,NORMAL,2026-01-04T07:33:16.818679
34,22.06,65.93,14.39,CLOSED,user_15,NORMAL,2026-01-04T07:33:18.510915
10,25.46,65.89,14.09,OPEN,user_5,NORMAL,2026-01-04T07:33:21.823040
73,17.45,67.75,6.44,CLOSED,user_4,NORMAL,2026-01-04T07:33:23.516844
410,19.22,66.34,11.77,CLOSED,user_6,NORMAL,2026-01-04T07:33:26.826979
264,19.51,64.98,21.98,OPEN,user_13,NORMAL,2026-01-04T07:33:28.521462
33,18.89,74.08,20.23,OPEN,user_13,NORMAL,2026-01-04T07:33:31.830858
277,23.28,61.93,17.52,CLOSED,user_13,NORMAL,2026-01-04T07:33:33.529288
137,17.77,31.84,10.12,OPEN,user_5,NORMAL,2026-01-04T07:33:36.836244
119,21.94,50.48,9.59,OPEN,user_8,NORMAL,2026-01-04T07:33:38.536172
55,20.74,49.84,10.05,CLOSED,user_5,NORMAL,2026-01-04T07:33:41.840718
452,23.44,63.43,19.82,CLOSED,user_14,NORMAL,2026-01-04T07:33:43.539810
253,25.07,69.7,14.34,OPEN,user_15,NORMAL,2026-01-04T07:33:46.844443
500,29.16,74.64,7.04,OPEN,user_5,NORMAL,2026-01-04T07:33:48.545428
99,19.93,50.26,14.67,CLOSED,user_9,NORMAL,2026-01-04T07:33:51.848845
186,22.7,50.76,23.82,OPEN,user_7,NORMAL,2026-01-04T07:33:53.550972
342,26.2,43.4,24.66,CLOSED,user_10,NORMAL,2026-01-04T07:33:56.852951
181,29.02,38.12,10.07,CLOSED,user_1,NORMAL,2026-01-04T07:33:58.556969
64,20.09,45.24,12.53,OPEN,user_15,NORMAL,2026-01-04T07:34:01.863440
423,15.22,57.44,23.2,OPEN,user_11,NORMAL,2026-01-04T07:34:03.573716
39,18.66,74.83,21.0,CLOSED,user_6,NORMAL,2026-01-04T07:34:06.867735
210,29.35,75.88,8.76,CLOSED,user_2,NORMAL,2026-01-04T07:34:08.588219
20,29.36,70.1,13.57,CLOSED,user_6,NORMAL,2026-01-04T07:34:11.872166
281,20.76,35.15,6.07,CLOSED,user_8,NORMAL,2026-01-04T07:34:13.606475
304,21.49,51.42,19.96,OPEN,user_13,NORMAL,2026-01-04T07:34:16.881279
195,24.89,67.47,11.81,OPEN,user_13,NORMAL,2026-01-04T07:34:18.613090
152,21.38,64.17,5.55,CLOSED,user_2,NORMAL,2026-01-04T07:34:21.885632
363,23.8,39.75,6.33,CLOSED,user_15,NORMAL,2026-01-04T07:34:23.629336
498,16.66,52.42,19.41,CLOSED,user_4,NORMAL,2026-01-04T07:34:26.891420
201,22.71,51.11,23.99,CLOSED,user_8,NORMAL,2026-01-04T07:34:28.646830
285,15.8,49.52,6.66,CLOSED,user_8,NORMAL,2026-01-04T07:34:31.898564
247,15.26,72.22,15.64,OPEN,user_15,NORMAL,2026-01-04T07:34:33.661165
158,15.09,76.78,16.76,CLOSED,user_11,NORMAL,2026-01-04T07:34:36.907861
384,19.77,67.2,12.26,CLOSED,user_12,NORMAL,2026-01-04T07:34:38.675376
120,29.87,53.64,5.33,OPEN,user_8,NORMAL,2026-01-04T07:34:41.913619
198,26.16,77.15,13.81,OPEN,user_11,NORMAL,2026-01-04T07:34:43.696274
312,22.86,69.15,20.24,OPEN,user_12,NORMAL,2026-01-04T07:34:46.933283
299,24.35,72.45,11.12,CLOSED,user_15,NORMAL,2026-01-04T07:34:48.822673
329,17.55,59.54,17.48,CLOSED,user_12,NORMAL,2026-01-04T07:34:51.987581
223,22.28,68.22,14.58,CLOSED,user_2,NORMAL,2026-01-04T07:34:53.833235
436,17.74,47.76,18.45,OPEN,user_9,NORMAL,2026-01-04T07:34:56.999363
57,28.29,78.59,14.45,CLOSED,user_14,NORMAL,2026-01-04T07:34:58.846645
228,15.46,52.47,13.94,CLOSED,user_2,NORMAL,2026-01-04T07:35:02.011491
447,21.7,31.21,22.36,OPEN,user_13,NORMAL,2026-01-04T07:35:03.851820
263,24.91,76.91,8.06,CLOSED,user_7,NORMAL,2026-01-04T07:35:07.018791
410,29.1,70.12,6.07,CLOSED,user_15,NORMAL,2026-01-04T07:35:08.869018
108,15.97,59.83,8.74,OPEN,user_4,NORMAL,2026-01-04T07:35:12.023871
266,26.45,55.84,7.95,OPEN,user_6,NORMAL,2026-01-04T07:35:13.886603
413,19.24,54.72,10.7,CLOSED,user_13,NORMAL,2026-01-04T07:35:17.032536
104,19.09,42.21,11.59,OPEN,user_8,NORMAL,2026-01-04T07:35:18.891980
38,15.99,65.04,22.49,CLOSED,user_10,NORMAL,2026-01-04T07:35:22.036751
398,24.5,30.34,16.71,CLOSED,user_5,NORMAL,2026-01-04T07:35:23.895432
36,16.28,41.39,24.0,OPEN,user_4,NORMAL,2026-01-04T07:35:27.049122
296,16.39,62.31,7.82,OPEN,user_13,NORMAL,2026-01-04T07:35:28.900397
88,26.72,32.64,20.19,CLOSED,user_12,NORMAL,2026-01-04T07:35:32.098979
439,26.05,31.77,5.82,OPEN,user_1,NORMAL,2026-01-04T07:35:33.917927
397,23.82,79.39,14.87,OPEN,user_15,NORMAL,2026-01-04T07:35:37.119053
490,23.96,71.66,9.81,CLOSED,user_4,NORMAL,2026-01-04T07:35:39.219836
46,22.54,31.97,12.52,CLOSED,user_11,NORMAL,2026-01-04T07:35:42.133447
29,18.52,70.39,5.08,OPEN,user_1,NORMAL,2026-01-04T07:35:44.229436
268,22.04,76.3,5.9,OPEN,user_10,NORMAL,2026-01-04T07:35:47.149892
180,25.37,70.1,13.33,CLOSED,user_11,NORMAL,2026-01-04T07:35:49.242272
148,18.12,37.61,23.99,CLOSED,user_1,NORMAL,2026-01-04T07:35:52.192569
434,21.71,34.36,14.23,CLOSED,user_13,NORMAL,2026-01-04T07:35:54.293192
69,15.9,33.8,6.44,CLOSED,user_12,NORMAL,2026-01-04T07:35:57.209535
131,25.18,59.82,17.72,OPEN,user_10,NORMAL,2026-01-04T07:35:59.302420
345,16.8,42.28,9.83,OPEN,user_2,NORMAL,2026-01-04T07:36:02.288693
125,29.09,62.6,17.34,OPEN,user_15,NORMAL,2026-01-04T07:36:04.331672
70,21.37,41.4,21.98,CLOSED,user_14,NORMAL,2026-01-04T07:36:07.326619
63,19.64,68.03,8.7,OPEN,user_13,NORMAL,2026-01-04T07:36:09.358112
383,18.57,52.57,8.44,OPEN,user_6,NORMAL,2026-01-04T07:36:12.416809
363,25.2,40.57,12.39,OPEN,user_8,NORMAL,2026-01-04T07:36:14.371767
241,21.15,56.89,21.54,OPEN,user_2,NORMAL,2026-01-04T07:36:17.425146
465,18.16,40.39,21.27,CLOSED,user_1,NORMAL,2026-01-04T07:36:19.379303
280,27.86,38.26,5.19,CLOSED,user_4,NORMAL,2026-01-04T07:36:22.432632
223,18.37,32.09,23.12,CLOSED,user_8,NORMAL,2026-01-04T07:36:24.388024
319,21.2,58.29,16.13,OPEN,user_8,NORMAL,2026-01-04T07:36:27.445293
373,18.82,75.8,6.51,OPEN,user_5,NORMAL,2026-01-04T07:36:29.396830
81,26.15,33.55,20.93,OPEN,user_4,NORMAL,2026-01-04T07:36:32.452370
307,27.08,57.15,17.61,OPEN,user_15,NORMAL,2026-01-04T07:36:34.406389
452,24.84,66.07,11.6,CLOSED,user_15,NORMAL,2026-01-04T07:36:37.476325
201,15.85,76.65,23.2,OPEN,user_5,NORMAL,2026-01-04T07:36:39.418341
314,28.93,52.41,7.86,OPEN,user_12,NORMAL,2026-01-04T07:36:42.481738
366,17.67,75.71,18.08,OPEN,user_15,NORMAL,2026-01-04T07:36:44.490504
55,25.54,50.2,15.96,CLOSED,user_14,NORMAL,2026-01-04T07:36:47.487031
186,18.91,55.09,9.11,CLOSED,user_10,NORMAL,2026-01-04T07:36:49.497758
160,16.49,57.46,14.89,CLOSED,user_4,NORMAL,2026-01-04T07:36:52.490081
214,25.14,46.22,10.51,OPEN,user_6,NORMAL,2026-01-04T07:36:54.515735
9,23.71,72.48,16.12,CLOSED,user_10,NORMAL,2026-01-04T07:36:57.493306
399,26.37,45.56,23.3,OPEN,user_14,NORMAL,2026-01-04T07:36:59.520377
26,21.99,62.64,23.21,CLOSED,user_14,NORMAL,2026-01-04T07:37:02.496409
313,21.76,49.59,6.92,OPEN,user_11,NORMAL,2026-01-04T07:37:04.534355
51,29.41,58.96,9.87,OPEN,user_5,NORMAL,2026-01-04T07:37:07.499951
111,23.03,62.31,21.69,OPEN,user_15,NORMAL,2026-01-04T07:37:09.548930
320,28.13,75.73,19.25,OPEN,user_4,NORMAL,2026-01-04T07:37:12.503256
195,20.5,78.12,20.02,CLOSED,user_10,NORMAL,2026-01-04T07:37:14.620854
390,28.03,48.46,8.6,CLOSED,user_2,NORMAL,2026-01-04T07:37:17.506873
19,21.24,59.89,5.17,CLOSED,user_2,NORMAL,2026-01-04T07:37:19.706789
256,17.48,68.91,14.18,CLOSED,user_10,NORMAL,2026-01-04T07:37:22.519449
283,19.97,68.66,10.38,CLOSED,user_15,NORMAL,2026-01-04T07:37:24.728133
47,17.35,66.84,13.28,OPEN,user_11,NORMAL,2026-01-04T07:37:27.529047
304,19.06,40.23,8.03,CLOSED,user_7,NORMAL,2026-01-04T07:37:29.733497
228,22.76,38.69,15.06,CLOSED,user_12,NORMAL,2026-01-04T07:37:32.538783
373,25.24,52.48,9.55,CLOSED,user_6,NORMAL,2026-01-04T07:37:34.742730
376,15.9,75.67,18.0,CLOSED,user_1,NORMAL,2026-01-04T07:37:37.581298
11,18.17,63.27,16.38,CLOSED,user_7,NORMAL,2026-01-04T07:37:39.764743
268,22.68,51.03,19.44,CLOSED,user_13,NORMAL,2026-01-04T07:37:42.613341
413,26.43,44.07,10.58,CLOSED,user_2,NORMAL,2026-01-04T07:37:44.815258
284,15.33,64.19,21.37,OPEN,user_3,NORMAL,2026-01-04T07:37:47.624891
18,21.4,45.58,14.6,OPEN,user_4,NORMAL,2026-01-04T07:37:49.829962
198,18.06,30.56,22.36,OPEN,user_11,NORMAL,2026-01-04T07:37:52.656985
457,15.87,53.86,9.21,OPEN,user_3,NORMAL,2026-01-04T07:37:54.842513
147,26.13,51.02,11.92,OPEN,user_13,NORMAL,2026-01-04T07:37:57.671372
499,20.0,61.13,24.93,OPEN,user_7,NORMAL,2026-01-04T07:37:59.849410
344,19.29,50.25,21.24,CLOSED,user_12,NORMAL,2026-01-04T07:38:02.682820
281,29.44,76.09,7.01,OPEN,user_13,NORMAL,2026-01-04T07:38:04.857724
453,16.18,52.22,22.24,OPEN,user_5,NORMAL,2026-01-04T07:38:07.698257
115,24.86,44.78,24.49,CLOSED,user_5,NORMAL,2026-01-04T07:38:09.864349
10,25.97,72.17,11.35,CLOSED,user_15,NORMAL,2026-01-04T07:38:12.730486
63,26.67,47.82,24.04,CLOSED,user_8,NORMAL,2026-01-04T07:38:14.879079
231,22.41,68.29,22.99,OPEN,user_4,NORMAL,2026-01-04T07:38:17.741830
61,24.63,49.53,14.7,OPEN,user_8,NORMAL,2026-01-04T07:38:19.906817
231,19.55,57.28,24.36,OPEN,user_10,NORMAL,2026-01-04T07:38:22.755023
355,19.95,68.51,7.11,OPEN,user_5,NORMAL,2026-01-04T07:38:24.916020
149,29.95,78.6,17.29,CLOSED,user_14,NORMAL,2026-01-04T07:38:27.762637
165,24.31,54.61,5.44,CLOSED,user_2,NORMAL,2026-01-04T07:38:29.940618
464,17.63,62.1,11.1,CLOSED,user_2,NORMAL,2026-01-04T07:38:32.771744
232,28.94,67.03,20.88,CLOSED,user_10,NORMAL,2026-01-04T07:38:34.953430
144,25.43,65.47,17.65,OPEN,user_4,NORMAL,2026-01-04T07:38:37.825446
141,27.83,79.61,11.34,CLOSED,user_6,NORMAL,2026-01-04T07:38:39.966468
353,19.21,40.66,5.44,CLOSED,user_7,NORMAL,2026-01-04T07:38:42.838449
85,17.22,67.56,21.52,OPEN,user_3,NORMAL,2026-01-04T07:38:44.973818
63,15.06,78.81,13.14,OPEN,user_13,NORMAL,2026-01-04T07:38:47.855325
119,24.49,63.1,14.76,CLOSED,user_12,NORMAL,2026-01-04T07:38:49.990526
297,24.08,58.68,18.14,CLOSED,user_12,NORMAL,2026-01-04T07:38:52.859815
297,29.62,49.93,9.82,OPEN,user_13,NORMAL,2026-01-04T07:38:55.002812
109,15.5,33.81,18.49,OPEN,user_5,NORMAL,2026-01-04T07:38:57.867653
293,21.56,69.82,11.73,CLOSED,user_2,NORMAL,2026-01-04T07:39:00.014649
204,19.22,79.94,23.92,OPEN,user_14,NORMAL,2026-01-04T07:39:02.870909
35,21.37,72.01,20.14,OPEN,user_12,NORMAL,2026-01-04T07:39:05.035223
235,21.79,71.04,22.36,CLOSED,user_1,NORMAL,2026-01-04T07:39:07.881499
355,18.07,52.79,24.88,OPEN,user_3,NORMAL,2026-01-04T07:39:10.045746
215,26.25,71.39,16.5,CLOSED,user_11,NORMAL,2026-01-04T07:39:12.894110
99,29.88,30.18,5.61,OPEN,user_7,NORMAL,2026-01-04T07:39:15.058340
386,16.1,63.49,13.91,CLOSED,user_6,NORMAL,2026-01-04T07:39:17.907174
57,25.91,44.6,13.02,OPEN,user_2,NORMAL,2026-01-04T07:39:20.086430
201,15.55,56.33,24.68,CLOSED,user_2,NORMAL,2026-01-04T07:39:23.503497
123,21.68,70.37,18.97,CLOSED,user_6,NORMAL,2026-01-04T07:39:25.454063
6,28.0,69.01,19.01,CLOSED,user_7,NORMAL,2026-01-04T07:39:28.632505
164,21.0,48.79,20.41,CLOSED,user_2,NORMAL,2026-01-04T07:39:31.542026
493,24.8,60.5,20.8,OPEN,user_5,NORMAL,2026-01-04T07:39:33.637349
332,20.61,62.53,18.32,CLOSED,user_15,NORMAL,2026-01-04T07:39:36.851005
428,17.92,64.73,23.42,CLOSED,user_12,NORMAL,2026-01-04T07:39:38.641530
439,25.99,74.43,10.51,CLOSED,user_4,NORMAL,2026-01-04T07:39:43.647809
121,17.35,65.98,20.57,CLOSED,user_11,NORMAL,2026-01-04T07:39:43.156544
300,21.84,36.46,11.68,OPEN,user_11,CYBER_ATTACK,2026-01-04T07:39:48.656328
181,29.75,42.19,7.96,CLOSED,user_7,NORMAL,2026-01-04T07:39:49.341091
500,22.53,45.58,20.95,OPEN,user_1,NORMAL,2026-01-04T07:39:53.665325
401,21.27,76.8,6.68,CLOSED,user_12,NORMAL,2026-01-04T07:39:54.590893
16,29.68,41.95,9.29,OPEN,user_2,NORMAL,2026-01-04T07:39:58.669091
475,15.8,49.01,23.11,CLOSED,user_8,NORMAL,2026-01-04T07:39:59.629923
332,22.8,42.66,11.91,CLOSED,user_9,NORMAL,2026-01-04T07:40:03.938409
433,26.33,43.15,18.9,OPEN,user_3,NORMAL,2026-01-04T07:40:05.443189
461,18.36,56.56,10.24,CLOSED,user_12,NORMAL,2026-01-04T07:40:09.561230
204,24.67,48.62,13.05,OPEN,user_1,NORMAL,2026-01-04T07:40:12.723665
493,16.85,47.44,22.04,OPEN,user_14,NORMAL,2026-01-04T07:40:14.983978
244,23.01,64.97,9.9,OPEN,user_6,NORMAL,2026-01-04T07:40:18.265913
